full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,target,source
Belakangan ini aku ngerasa udh kek lebih yaudhlah sm konser ntar mei itu ya walupun msh nyesek tp udh mulai damai udh mulai ngehype dan dengerin lagu day6 lagi tp tetep aja klo ada pilihan refund atau balik ke JIS bakal lebih baik. @mecimapro u really ruined my first concert,1.90700399470859E+018,2025-04-01 09:35:57+00:00,@minjineee8,892533853,in,,0,0,0,0,https://x.com/minjineee8/status/1907003994708595191,['mecimapro'],1,mecimapro,@minjineee8
Halo mecima @mecimapro jadi gimana konser day6 teh? #JusticeForMyDayIndonesia #MyDayBerserikat #MECIMANOTPRO #MECIMA_REVISESEATMAP #MECIMA_RETURNTOJIS #MECIMA_NOT_PROfessional,1.90721976892049E+018,2025-04-01 23:53:21+00:00,@ssinta18,2538626094,in,,0,0,0,0,https://x.com/ssinta18/status/1907219768920494232,['mecimapro'],1,mecimapro,@ssinta18
cim batal aja cim. baru pertama kali ini ngerasa ngga papaa ngga ketemu day6 soalnya bakal lebih baik buat semuanya. biar myday dapetin haknya lagi day6 istirahat trus kalian masih bisa memperbaiki nama kalian. nurut aja cim udah @mecimapro ,1.90724623397621E+018,2025-04-02 01:38:31+00:00,@Dalnimsswi,2392259078,in,,1,0,1,0,https://x.com/Dalnimsswi/status/1907246233976213735,['mecimapro'],1,mecimapro,@Dalnimsswi
Cim refund ato cancel aja @mecimapro Udah capekk weee Day6 juga capekk #JusticeForMyDayIndonesia #MECIMA_NOT_PROfessional,1.90739321986603E+018,2025-04-02 11:22:35+00:00,@susay_n,7.97794022429315E+017,in,,0,0,0,2,https://x.com/susay_n/status/1907393219866038419,['mecimapro'],1,mecimapro,@susay_n
bikin opsi repricing seharga festivalan dong... @mecimapro msh pengen nonton day6 jujur,1.90743671942486E+018,2025-04-02 14:15:27+00:00,@sommersoultice,1.84642039760198E+018,in,,0,1,0,0,https://x.com/sommersoultice/status/1907436719424868561,['mecimapro'],1,mecimapro,@sommersoultice
Yg kukhwatirkan sekarang adalah apakah refundnya bakal cepet dan no deposit??? @mecimapro awas aja ya kalo lama,1.90744168408827E+018,2025-04-02 14:35:10+00:00,@foxyi_nie,1.33555378190845E+018,in,,0,1,1,4,https://x.com/foxyi_nie/status/1907441684088279355,['mecimapro'],1,mecimapro,@foxyi_nie
kalau kmrn beli 2 tix terus mau direfund salah 1 aja bisa ga ya? @mecimapro krna 2tix itu seingetku kmrn order id nya sama #DAY6_3RD_WORLDTOUR #day6,1.90744241895546E+018,2025-04-02 14:38:05+00:00,@choinoona,1.13880146089895E+018,in,,0,0,1,0,https://x.com/choinoona/status/1907442418955469069,['mecimapro'],1,mecimapro,@choinoona
@dowoonatic @mecimapro KAWAL SAMPE TUNTASS ,1.90744360996591E+018,2025-04-02 14:42:49+00:00,@foxyi_nie,1.33555378190845E+018,in,,0,0,0,1,https://x.com/foxyi_nie/status/1907443609965912412,"['dowoonatic', 'mecimapro']",2,dowoonatic,@foxyi_nie
so hopefully @mecimapro jga mempertimbangkan case2 yang sepertiku ini biar kita yang dirugikan bisa tetap nonton tanpa perlu refund atau upgrade dan nambah lagi biayanya. Please kembalikan spark kami buat nonton konser Day6 sesuai dg yg kami inginkan #JusticeForMyDayIndonesia,1.90744670776555E+018,2025-04-02 14:55:08+00:00,@mydaylistory,1.68104587917489E+018,in,,0,0,0,0,https://x.com/mydaylistory/status/1907446707765559480,['mecimapro'],1,mecimapro,@mydaylistory
standard gw kalo day6 di outdoor tuh minimal gini cim. pertanyaannya lu bisa ga ntar? @mecimapro https://t.co/Y1pomVrUW8,1.90744920469342E+018,2025-04-02 15:05:03+00:00,@songil,62308645,in,,7,4,81,388,https://x.com/songil/status/1907449204693422521,['mecimapro'],1,mecimapro,@songil
mohon izin bapak/ibu @BPKN_RI untuk pemantauan refund dari tiketing day6 dari tgl 14 - 18 april 2025 agar berjalan dengan lancar dan cepat sesuai dengan tnc @mecimapro sertakan.,1.90764579904937E+018,2025-04-03 04:06:15+00:00,@xzlailnmf,1.84142961746035E+018,in,,0,0,0,0,https://x.com/xzlailnmf/status/1907645799049371858,"['BPKN_RI', 'mecimapro']",2,BPKN_RI,@xzlailnmf
mecima minimal itu form nama lengkap jelasin nama lengkap pemilik tiket atau pemilik akun @mecimapro jangan sampe perkara nama itu jadi gak jelas dana refund gua cim,1.90768084076064E+018,2025-04-03 06:25:30+00:00,@kariudonk,9.27040397771026E+017,in,,1,0,0,0,https://x.com/kariudonk/status/1907680840760648112,['mecimapro'],1,mecimapro,@kariudonk
Pliss nanya tiket konser day6 ada penjualan on the spot di hari H tgl 3 mei itu ga sih ? @mecimapro,1.90772938262778E+018,2025-04-03 09:38:23+00:00,@wendaesik,1478979781,in,,0,0,0,0,https://x.com/wendaesik/status/1907729382627787020,['mecimapro'],1,mecimapro,@wendaesik
haha gabisa tidur... first concert day6 gue berakhir sad ending dan gue harus letting go semua ini gara elu @mecimapro,1.90786309367543E+018,2025-04-03 18:29:42+00:00,@happy_withbbrie,1.59251212507058E+018,in,,0,0,0,0,https://x.com/happy_withbbrie/status/1907863093675438555,['mecimapro'],1,mecimapro,@happy_withbbrie
Memutuskan untuk refund DAY6 and already filled the refund form... Jangan lama lamain refundnya gue udah males berurusan sama kalian SUMPAAAAH @mecimapro,1.90800447573604E+018,2025-04-04 03:51:30+00:00,@sweetchaotics,1.18808796122664E+018,in,,0,0,0,0,https://x.com/sweetchaotics/status/1908004475736043587,['mecimapro'],1,mecimapro,@sweetchaotics
@wonpiri__ @mecimapro @wonpiri__ Hei @mecimapro apa sih ini? Ubah venue konser DAY6 dari JIS ke GBK Madya kapasitas turun drastis fans kecewa janji stadium concert nggak ditepati refund nggak ada bikin ribut aja! Kasih solusi dong jangan cuma diam. Fans udah susah payah nabung buat nonton eh,1.90802494734086E+018,2025-04-04 05:12:51+00:00,@grok,1.72066518318892E+018,in,,0,1,0,0,https://x.com/grok/status/1908024947340869933,"['wonpiri__', 'mecimapro', 'wonpiri__', 'mecimapro']",4,wonpiri__,@grok
@istiqqq_ @MalManMalMan @mecimapro MENYALA SISTAAA lu jual gw beli lagian oon juga akun itu kan refund itu kewajiban dan bukti tanggung jawab dari mcm karena venue berubah mau alasan apapun apalagi alesan agak aneh dan seatplan beda jauh macem day6 ,1.90835609282191E+018,2025-04-05 03:08:42+00:00,@tiramoree,129461990,in,,0,0,1,5,https://x.com/tiramoree/status/1908356092821913663,"['istiqqq_', 'MalManMalMan', 'mecimapro']",3,istiqqq_,@tiramoree
Bener2 baru jadi fans Day6 semenjak SHI SHI belom ada 1 tahun udah kepengen unstan gara2 konser ini. Soalnya pas denger lagu mereka aja rasanya udah gak bisa kecewanya pake banget sama promotor ini. I really wish someday you know exactly and feel what i feel @mecimapro,1.90841033190035E+018,2025-04-05 06:44:14+00:00,@vuuxynz,844584908,in,,0,1,0,0,https://x.com/vuuxynz/status/1908410331900358854,['mecimapro'],1,mecimapro,@vuuxynz
gais kalian ada yg ttp nntn day6? gw telat mau refund mana green east yaallah mau upgrade juga uda telattt #DAY6_3RD_WORLDTOUR_Jakarta #day6foreveryoung #mecima @mecimapro,1.90849406026608E+018,2025-04-05 12:16:56+00:00,@jwiisungp,1.11914190442207E+018,in,,0,0,0,1,https://x.com/jwiisungp/status/1908494060266082652,['mecimapro'],1,mecimapro,@jwiisungp
@Aethonens @mecimapro Setujuu sih padahal msh pngen banget liat day6 tapi males banget ma promotornya semoga bisa ketemu day6 waktu gk di bawa si koneng lain waktu,1.90882373962797E+018,2025-04-06 10:06:58+00:00,@Sannyazz,1.55257130034165E+018,in,,0,1,0,1,https://x.com/Sannyazz/status/1908823739627978874,"['Aethonens', 'mecimapro']",2,Aethonens,@Sannyazz
@Kireinaraaa next kita nonton day6 bareng yuk kak asalkan nggak dibawa @mecimapro,1.90883102315003E+018,2025-04-06 10:35:54+00:00,@598km,71656491,in,,0,1,0,0,https://x.com/598km/status/1908831023150031195,"['Kireinaraaa', 'mecimapro']",2,Kireinaraaa,@598km
@kyeompeul Halo! Day6 itu band rock Korea MyDay fandomnya. Mecima (Mecimapro) ngurus konser Day6 kayak tur Jakarta 2025 dan jual merch. Malmanmalman kayaknya akun X yang bikin kontroversi mungkin kritik MyDay atau Mecima soal event. Hubungannya ga jelas banget tapi sepertinya,1.90893470201196E+018,2025-04-06 17:27:53+00:00,@grok,1.72066518318892E+018,in,,0,1,0,0,https://x.com/grok/status/1908934702011969566,['kyeompeul'],1,kyeompeul,@grok
@hallyucinations Mecima kemungkinan Mecimapro bikin fans kesel karena sering ganti venue dadakan kayak konser DAY6 dari JIS ke Stadion Madya sistem tiket berantakan kurang transparan sama lambat tanggap keluhan. Dulu pas SEVENTEEN 2022 juga bermasalah tiket susah ada tuduhan penimbunan.,1.90936970939018E+018,2025-04-07 22:16:27+00:00,@grok,1.72066518318892E+018,in,,0,1,0,0,https://x.com/grok/status/1909369709390188920,['hallyucinations'],1,hallyucinations,@grok
Aku masih belum sanggup buat dengar lagu Day6. Fak @mecimapro.,1.9094159107563E+018,2025-04-08 01:20:03+00:00,@youngpilia,1.24023049235755E+018,in,,0,0,0,0,https://x.com/youngpilia/status/1909415910756302937,['mecimapro'],1,mecimapro,@youngpilia
cim lu untung besar gaksi ngambilin transaction fee tiket day6 @mecimapro,1.90986193088356E+018,2025-04-09 06:52:22+00:00,@thrrrrr_,81786338,in,,0,0,0,0,https://x.com/thrrrrr_/status/1909861930883563845,['mecimapro'],1,mecimapro,@thrrrrr_
email konfirmasinya better dah ada di inbox email gw seselesainya gw belajar uts ini @mecimapro ,1.90994501097741E+018,2025-04-09 12:22:30+00:00,@pisangkejupalem,1.55407613929943E+018,in,,0,1,0,0,https://x.com/pisangkejupalem/status/1909945010977415253,['mecimapro'],1,mecimapro,@pisangkejupalem
baru ngeh gua hr ini gua baru dengerin lagu day6 lagi setelah sekian lama... ini semua gara gara si dzolim @mecimapro ,1.90995454624552E+018,2025-04-09 13:00:23+00:00,@dari_youngk,1.2495471330043E+018,in,,0,0,0,0,https://x.com/dari_youngk/status/1909954546245521727,['mecimapro'],1,mecimapro,@dari_youngk
mecimanjrit terakhiran bgt harapan gue ke lu tuh ada di refund day6 sm konser xdiz. kalo tahun depan.. kayanya better lu enyah aja dah rehat dulu dari duit perpromotoran. @mecimapro,1.90997022063642E+018,2025-04-09 14:02:40+00:00,@tetehgaonbogor,1.01592475602811E+018,in,,1,0,0,0,https://x.com/tetehgaonbogor/status/1909970220636426468,['mecimapro'],1,mecimapro,@tetehgaonbogor
@kyeranhan @mecimapro Hai sobat tiket Mohon maaf atas ketidaknyamanannya Terkait informasi seputar refund DAY6 3RD WORLD TOUR &lt;FOREVER YOUNG&gt; in JAKARTA 2025 mohon kesediaannya menungu konfirmasi dari kami melalui email dan mohon cek secara berkala ya email kamu. Terima kasih ,1.90997814813904E+018,2025-04-09 14:34:10+00:00,@tiket,276788200,in,,0,0,1,0,https://x.com/tiket/status/1909978148139049335,"['kyeranhan', 'mecimapro']",2,kyeranhan,@tiket
Kalo ada kendala refund di gw sampe konser day6 gw datengin ke venue mau ketemu langsung sama aunty @mecimapro balikin 5jt++ gw dan temen gw,1.91003420638382E+018,2025-04-09 18:16:56+00:00,@kyeranhan,1.38748796680991E+018,in,,0,0,0,0,https://x.com/kyeranhan/status/1910034206383825373,['mecimapro'],1,mecimapro,@kyeranhan
Hai My Day cintanya Sungjin pujaannya YoungK pemilik hatinya Wonpil sayangnya Dowoon... Hari ini adalah hari terakhir untuk verifikasi data dari formulir Refund MECIMAPRO! Kalau kamu sudah mengisi formulir refund resmi dari MECIMAPRO jangan lupa lengkapi juga data kamu di,1.91012287053522E+018,2025-04-10 00:09:15+00:00,@mydayberserikat,1.70958071343421E+018,in,,8,10,347,458,https://x.com/mydayberserikat/status/1910122870535229567,[],0,,@mydayberserikat
@mecimapro saya dan beberapa rekan yg beli tix day6 via mcp (mecimashop) sampai sekarang belum dapat balasan email konfirmasi refund sedangkan batas nya nanti jam 1 siang. Mohon segera tindak lanjutnya terkait hak kami please kami juga sudah mengirim email tp belum direspon :'),1.91014070804193E+018,2025-04-10 01:20:08+00:00,@hongkyeomi,1.25010566664506E+018,in,,0,0,3,0,https://x.com/hongkyeomi/status/1910140708041937267,['mecimapro'],1,mecimapro,@hongkyeomi
Dear @mecimapro @tiket Dikarenakan banyaknya informasi yang simpang siur mohon kejelasan atas refund Day6 Forever Young 3 Mei 2025 dengan menjawab beberapa pertanyaan sebagai berikut : #KawalRefundMecima #MECIMA_NOT_PROfessional,1.91016483333888E+018,2025-04-10 02:56:00+00:00,@zeetaoxe,7.25803547703418E+017,in,,0,1,3,7,https://x.com/zeetaoxe/status/1910164833338884306,"['mecimapro', 'tiket']",2,mecimapro,@zeetaoxe
@yijinaaaa @kangbramind @Ryu_Sarah371 @mecimapro Hai sobat tiket Mohon maaf atas ketidaknyamanannya Terkait informasi seputar refund DAY6 3RD WORLD TOUR &lt;FOREVER YOUNG&gt; in JAKARTA 2025 mohon kesediaannya menungu konfirmasi dari kami melalui email dan mohon cek secara berkala ya email pemesan. Terima kasih ,1.91021163309742E+018,2025-04-10 06:01:58+00:00,@tiket,276788200,in,,0,1,0,0,https://x.com/tiket/status/1910211633097420835,"['yijinaaaa', 'kangbramind', 'Ryu_Sarah371', 'mecimapro']",4,yijinaaaa,@tiket
@kangbramind @yijinaaaa @Ryu_Sarah371 @mecimapro Mohon maaf atas ketidaknyamanannya terkait informasi seputar refund DAY6 3RD WORLD TOUR &lt;FOREVER YOUNG&gt; in JAKARTA 2025 mohon kesediaannya menungu konfirmasi dari kami melalui email dan mohon cek secara berkala ya email pemesan. Terima kasih ,1.91021227078682E+018,2025-04-10 06:04:30+00:00,@tiket,276788200,in,,0,0,0,0,https://x.com/tiket/status/1910212270786826420,"['kangbramind', 'yijinaaaa', 'Ryu_Sarah371', 'mecimapro']",4,kangbramind,@tiket
stress kali aku mikirin refund tiket day6 via tikom yg gaada kabar sampe kenceng lehernya pdhl lg istirahat kantor arghhh semua krn u bjir tolong sadar diri kalian gamau memperbaiki sistem kerja kalian kah atau gmn?? apa berasanya bnr terus?? @mecimapro @mecimapro,1.91021310253434E+018,2025-04-10 06:07:48+00:00,@beefwallington,2537420779,in,,0,0,0,0,https://x.com/beefwallington/status/1910213102534345088,"['mecimapro', 'mecimapro']",2,mecimapro,@beefwallington
Kalau boleh cerita nih yaa cim @mecimapro begitu tau DAY6 mau konser di JIS tuh rasanya senengggg bangetttt beneran yang se-seneng itu karna akhirnya DAY6 konser stadium dan wow dari BCIS mereka langsung ke JIS. Pokoknya aku harus liat mereka di JIS ,1.91023641378391E+018,2025-04-10 07:40:26+00:00,@ifmataetara,1.4062777226917E+018,in,,1,1,0,0,https://x.com/ifmataetara/status/1910236413783916556,['mecimapro'],1,mecimapro,@ifmataetara
Sementara itu DAY6 3RD WORLD TOUR &lt;FOREVER YOUNG&gt; in JAKARTA akan digelar 3 Mei 2025 mendatang. _____ Sc. @Mecimapro Kvibes - jje #kvibes_day6 #kvjje #kvibesnews,1.91028610532241E+018,2025-04-10 10:57:53+00:00,@officialkvibes,430845087,in,,0,0,0,0,https://x.com/officialkvibes/status/1910286105322418641,['Mecimapro'],1,Mecimapro,@officialkvibes
akhirnya kelar juga drama melelahkan mecimapro ini. See you DAY6 on next world tour doain aku bisa nonton kalian di luar negeri aja (AAMIINN) terimakasih @mydayberserikat dan semua teman2 My Day AAAAAAA kalian semua hebat mau pelukin satu satu ,1.91029856027034E+018,2025-04-10 11:47:23+00:00,@avocaddablue,1.15187669410755E+018,in,,0,0,0,0,https://x.com/avocaddablue/status/1910298560270344471,['mydayberserikat'],1,mydayberserikat,@avocaddablue
@stilldoun @mecimapro jir jd takut mecima ngaret ,1.91030309245915E+018,2025-04-10 12:05:23+00:00,@zkainrl,1.3391229952315E+018,in,,0,1,0,0,https://x.com/zkainrl/status/1910303092459155722,"['stilldoun', 'mecimapro']",2,stilldoun,@zkainrl
@stilldoun kenapa bisa bedal bgt sama mecima yallah dzolimmm eluu @mecimapro,1.91031282169247E+018,2025-04-10 12:44:03+00:00,@zkainrl,1.3391229952315E+018,in,,0,1,0,0,https://x.com/zkainrl/status/1910312821692477692,"['stilldoun', 'mecimapro']",2,stilldoun,@zkainrl
@shxxrene @mecimapro Butuh uang kak buat dana konser day6 besok,1.91031907945986E+018,2025-04-10 13:08:55+00:00,@nonunanaa,1.19657946958823E+018,in,,0,0,0,1,https://x.com/nonunanaa/status/1910319079459868910,"['shxxrene', 'mecimapro']",2,shxxrene,@nonunanaa
@Hujandisenja 3 nih orgnya @mecimapro,1.91032567151324E+018,2025-04-10 13:35:06+00:00,@zkainrl,1.3391229952315E+018,in,,0,0,0,0,https://x.com/zkainrl/status/1910325671513248046,"['Hujandisenja', 'mecimapro']",2,Hujandisenja,@zkainrl
Sedih banget liat Myday mecima lu bener2 jahat! Worst promotour ever! Pliiss @weareoneEXO @INB100_official @companysoosoo_ jangan pernah kalian pake @mecimapro kalo tour ke Indonesia. Aku suka Day6 bahkan kemarin ada plan mau nonton tp krn ada lain hal akhrnya aku ga jd,1.91035931475961E+018,2025-04-10 15:48:48+00:00,@loeyver61,1.53010387009284E+018,in,,0,0,0,2,https://x.com/loeyver61/status/1910359314759614603,"['weareoneEXO', 'INB100_official', 'companysoosoo_', 'mecimapro']",4,weareoneEXO,@loeyver61
Dear My Day Kami membuka form pelaporan dugaan penyalahgunaan data pribadi oleh MECIMAPRO. https://t.co/7KtxgycwfT Jika kamu pernah dihubungi secara pribadi diintimidasi atau datamu disalahgunakan silakan isi form ini. Data yang kamu berikan akan disimpan dan dijaga,1.91056890220112E+018,2025-04-11 05:41:37+00:00,@mydayberserikat,1.70958071343421E+018,in,,585,0,1650,1526,https://x.com/mydayberserikat/status/1910568902201122908,[],0,,@mydayberserikat
@Rachapollo_AZ @syifaainiyy @mecimapro mjb kak dr gform mecim gak dikasih salinannya,1.91058304694603E+018,2025-04-11 06:37:49+00:00,@zkainrl,1.3391229952315E+018,in,,0,0,0,0,https://x.com/zkainrl/status/1910583046946038235,"['Rachapollo_AZ', 'syifaainiyy', 'mecimapro']",3,Rachapollo_AZ,@zkainrl
cie salah satu antek2 onty melani @mecimapro nonton ENCORE DAY6 di sokor langsung cieeee emg mau nonton di madya? KAGA MAU LAHHH,1.91067229751572E+018,2025-04-11 12:32:28+00:00,@xzlailnmf,1.84142961746035E+018,in,,0,1,0,0,https://x.com/xzlailnmf/status/1910672297515720859,['mecimapro'],1,mecimapro,@xzlailnmf
@satanggateun @mecimapro Iyaaa baru dikirimin temenku kakk wkwkwk tpi day6 belum adaa atau emang h- berapa gitu yahh?,1.91071666433072E+018,2025-04-11 15:28:46+00:00,@caseywonie,1.3584381801821E+018,in,,0,1,0,0,https://x.com/caseywonie/status/1910716664330727631,"['satanggateun', 'mecimapro']",2,satanggateun,@caseywonie
Dear My Day Bagi My Day yang hingga saat ini belum menerima email konfirmasi refund dari MECIMAPRO dipersilakan untuk mengisi formulir Kawal Refund yang dibuat oleh My Day Berserikat. : https://t.co/ZSDeNoFBIJ Kami mengimbau untuk menyimpan bukti pengisian formulir,1.91087255340256E+018,2025-04-12 01:48:13+00:00,@mydayberserikat,1.70958071343421E+018,in,,10,2,316,319,https://x.com/mydayberserikat/status/1910872553402560876,[],0,,@mydayberserikat
@caseywonie @mecimapro Ada kok Kes Day6 juga tapi ya antri bikin males,1.9109184755159E+018,2025-04-12 04:50:42+00:00,@wellnotedby,7.2156286011179E+017,in,,0,1,0,0,https://x.com/wellnotedby/status/1910918475515908472,"['caseywonie', 'mecimapro']",2,caseywonie,@wellnotedby
@caseywonie @mecimapro kmrn pdhl pas enha photoism tau ces wkwkwk eh pas day6 balik ke photobooth biasa trs kalo svt malah gaada ,1.91092039892301E+018,2025-04-12 04:58:20+00:00,@sunmoonphile,1.41780220848197E+018,in,,0,1,0,0,https://x.com/sunmoonphile/status/1910920398923010360,"['caseywonie', 'mecimapro']",2,caseywonie,@sunmoonphile
@caseywonie @mecimapro Kemaren di DAY6 di jkt ada ginian tapi antrinya ampe 1 jam lebih. Hasil fotonya jelek gabisa kirim ke email Mecim kan gamau rugi jadi ngasihnya yang murah,1.91092170656418E+018,2025-04-12 05:03:32+00:00,@D2gh_arief,196087320,in,,0,1,0,0,https://x.com/D2gh_arief/status/1910921706564186511,"['caseywonie', 'mecimapro']",2,caseywonie,@D2gh_arief
@ecommurz @ngeluhmuluuu @katharinablu0 @intinyadeh Hy kk etmint bntu jw🆙️ yuh @ innyadh: - Ada fans grup kpop day6 (myday) yang tbtb dapet chat gajelas berturut2 dari akun gajelas @katharinablu0 karna aktif menyuarakan dan minta opsi full refund dari promotor konser @/mecimapro. Usn yg dipake = email pribadi yg,1.91093202353722E+018,2025-04-12 05:44:32+00:00,@ularbokembase,1.87881944489575E+018,in,,0,0,0,1,https://x.com/ularbokembase/status/1910932023537221697,"['ecommurz', 'ngeluhmuluuu', 'katharinablu0', 'intinyadeh', 'katharinablu0']",5,ecommurz,@ularbokembase
@mecimapro gimana pandangan lu melihat cuaca jkt sore ke malem akhir2 ini yg hampir selalu hujan bahkan deres?? udah kepikiran kah cara melindungi day6 dan myday dari hujan??,1.91104629745034E+018,2025-04-12 13:18:37+00:00,@sungdounly,1.77543349755519E+018,in,,0,0,0,0,https://x.com/sungdounly/status/1911046297450340432,['mecimapro'],1,mecimapro,@sungdounly
Kenapa potongannya banyak bangett @mecimapro Aku ga ikhlas weee kau ambil duit customer dengan pelayananmu yg kaya tai ituu @day6official liat kelakuan partner bisnismu #KawalRefundMecima #MECIMA_NOT_PROfessional https://t.co/5B7PxHz08J,1.91106367920403E+018,2025-04-12 14:27:41+00:00,@susay_n,7.97794022429315E+017,in,,96,26,407,968,https://x.com/susay_n/status/1911063679204032950,"['mecimapro', 'day6official']",2,mecimapro,@susay_n
bahkan sound bandnya taeyeon lebih bagus 1000x daripada day6 yang fokus utamanya di band semua ini salah si koneng problematik yg soundnya horek banget najis @mecimapro,1.91111073328446E+018,2025-04-12 17:34:40+00:00,@cupapimanyinyo,1243086366,in,,0,0,0,0,https://x.com/cupapimanyinyo/status/1911110733284463089,['mecimapro'],1,mecimapro,@cupapimanyinyo
@susay_n @mecimapro @day6official aku pink sc pake mcp 2 tix transfer 7.107.000 dibalikin cmn 6.8jt rugi 307rb beli mcp cmn buat nonton day6 krn kita ga mulfan tp akhirnya rugi jg krn beli mcp sedih kalo dihitung2 angkanya ,1.91113066666388E+018,2025-04-12 18:53:52+00:00,@hallyucinations,1.85391967173052E+018,in,,0,1,0,39,https://x.com/hallyucinations/status/1911130666663887013,"['susay_n', 'mecimapro', 'day6official']",3,susay_n,@hallyucinations
Dibanding couvee kayanya tempat yg agak traumatis adalah kopken karna dapet info pindah venue konser day6 pas lagi di kopken Dan itu stressful bgt sampe skrg karna duitku blm balik udah gila lu ya obrak abrik mental orang @mecimapro,1.91123774009368E+018,2025-04-13 01:59:20+00:00,@humblebeeeee_,270747180,in,,0,0,0,0,https://x.com/humblebeeeee_/status/1911237740093681913,['mecimapro'],1,mecimapro,@humblebeeeee_
@mecimapro Ak ada kendala saat upgrade tiket day6. Jadi waktu cek email &amp; spam gada email dr mecima samsek tp saat tgl 11 april jam 5 sore kmrn aku cek spam tiba2 muncul email mecima dan tgl terkirimnya udh dari tgl 8 april jam 3 sore which means tenggat pembayaran sudah lewat,1.9112530881425E+018,2025-04-13 03:00:20+00:00,@Sungjintamvan,1.08945667185475E+018,in,,0,2,0,0,https://x.com/Sungjintamvan/status/1911253088142500121,['mecimapro'],1,mecimapro,@Sungjintamvan
@faniityy @Nuryanti961128 @mecimapro gak papa kak aman ko (dengan nada bernadya) semoga day6 bisa ngadain konseran di indo lagi,1.91174735606603E+018,2025-04-14 11:44:22+00:00,@seblakabus,1.52941396795247E+018,in,,0,0,0,0,https://x.com/seblakabus/status/1911747356066038095,"['faniityy', 'Nuryanti961128', 'mecimapro']",3,faniityy,@seblakabus
@VaiEnglish @kimwinpol @mecimapro Konser DAY6 di Jakarta tanggal 3 Mei 2025 pindah venue dari Jakarta International Stadium ke Stadion Madya karena ada pertandingan bola. Banyak penggemar kecewa dan minta refund. Awalnya Mecimapro nolak tapi akhirnya buka refund dari 3-5 April 2025 diproses mulai 14-18 April,1.91175565840129E+018,2025-04-14 12:17:22+00:00,@grok,1.72066518318892E+018,in,,0,0,0,1,https://x.com/grok/status/1911755658401292497,"['VaiEnglish', 'kimwinpol', 'mecimapro']",3,VaiEnglish,@grok
sayang day6 bgt tapi kali ini beneran ga mood nonton sampe sedihnya cuma sedikit gara2 elo @mecimapro,1.91185851335119E+018,2025-04-14 19:06:04+00:00,@BandaidExpress,1.3910706982154E+018,in,,0,1,0,0,https://x.com/BandaidExpress/status/1911858513351192937,['mecimapro'],1,mecimapro,@BandaidExpress
Rangkuman Kelakuan Mecima ke My Day Jangan heran tiap liat #MECIMA_NOT_PROfessional muncul di trending karena dari awal @mecimapro memang sangat tidak professional untuk #DAY6_FOREVER_YOUNG_JAKARTA_2025. 1. Ticketing mendadak. Tanggal 26 Des 2024 announce konser lalu ticketing,1.91201296670013E+018,2025-04-15 05:19:49+00:00,@pudingcklt__,1.22310999533347E+018,in,,103,18,1583,1940,https://x.com/pudingcklt__/status/1912012966700130626,['mecimapro'],1,mecimapro,@pudingcklt__
gue lihat-lihat gencar banget promosi konser day6 sksk balikin duitnya myday yg beli di mcmshop dulu atuh @mecimapro #KawalRefundMecima #MECIMA_NOT_PROfessional,1.91206472861009E+018,2025-04-15 08:45:30+00:00,@coconanattt,1.83018436557978E+018,in,,0,0,0,0,https://x.com/coconanattt/status/1912064728610095200,['mecimapro'],1,mecimapro,@coconanattt
#KawalRefundMecima: Belum Ada Dana Masuk Day 2 Hari ini 15 April 2025 merupakan hari kedua periode pengembalian dana (refund) tiket konser DAY6 FOREVER YOUNG IN JAKARTA 2025 oleh MECIMAPRO sesuai jadwal yang telah diumumkan secara resmi oleh pihak penyelenggara. Berdasarkan,1.91208918870049E+018,2025-04-15 10:22:42+00:00,@mydayberserikat,1.70958071343421E+018,in,,363,1,1008,834,https://x.com/mydayberserikat/status/1912089188700496275,[],0,,@mydayberserikat
jadi refund day6 apa kabar nih bestie??? yg membership mecima kapan direfund yah? ️️️ @mecimapro,1.91209776998221E+018,2025-04-15 10:56:48+00:00,@wonuppyo,1.16598726904541E+018,in,,0,1,0,0,https://x.com/wonuppyo/status/1912097769982218581,['mecimapro'],1,mecimapro,@wonuppyo
Siap seru-seruan bareng DAY6 bulan depan?#DAY6_FOREVER_YOUNG_JAKARTA_2025 _____ sc. @mecimapro Kvibes - jje #kvibes_day6 #kvjje #kvibesnews,1.91210301829775E+018,2025-04-15 11:17:39+00:00,@officialkvibes,430845087,in,,0,0,0,1,https://x.com/officialkvibes/status/1912103018297754109,['mecimapro'],1,mecimapro,@officialkvibes
Ditunggu itikad baiknya untuk mengembalikan dana customer konser DAY6! dari tanggal 14-18 April tapi per hari ini belum ada dana yg masuk gimana? Parsial aja ga ada? Kirim pakai merpati kah? @mecimapro #MECIMA_NOT_PROfessional #MECIMASCAMMER !!,1.91215531251931E+018,2025-04-15 14:45:27+00:00,@seesawthemoon,1.67335824745209E+018,in,,0,0,0,0,https://x.com/seesawthemoon/status/1912155312519311435,['mecimapro'],1,mecimapro,@seesawthemoon
